text,label
* If I get in on this I'm not doing anything unless it's with her. That's when I'll truly get to use her. Like right now I would just love to see her make him cum on her face.,2.3 dehumanising attacks & overt sexual objectification
* That would be so hot if she takes my dick in her mouth and makes me cum all over her face. I'd love for her to eat my cum and swallow every drop. I'd love to see her kiss her cum off her face. That'd be so cool.,2.3 dehumanising attacks & overt sexual objectification
"* The way I see it, you're either gay as hell or you're not. If you aren't you're in the wrong place. If you",2.3 dehumanising attacks & overt sexual objectification
"* I just saw the same article being reproduced on another site. I'm glad I'm not only a normal person with a normal sense of humour, but also someone who reads.",2.3 dehumanising attacks & overt sexual objectification
"* Well, Chad's gonna get his wish: his own personal slut.",2.3 dehumanising attacks & overt sexual objectification
* I think he was going out of his way to show this guy how bad he was at treating women (as in not putting them on a pedestal).,2.3 dehumanising attacks & overt sexual objectification
"* She's like ""Oh, I'm sorry...""",2.3 dehumanising attacks & overt sexual objectification
"* This is exactly why we have to keep doing everything we can to make rape something that is socially unacceptable. Sexual assault and rape are nothing to be laughed at, taken lightly, or dismissed. It's a devastating act of violence against a person.",2.3 dehumanising attacks & overt sexual objectification
"* I'm curious which one would have been able to actually ""fuck"" one of these women ""any time she wanted"", considering that they had already been raped and could no longer move normally.",2.3 dehumanising attacks & overt sexual objectification
"* The way to deal with a rape like this is just to laugh at the person who did it. Not to coddle them, not to try to make them feel less guilty, not to sympathize. All that does is encourage",2.3 dehumanising attacks & overt sexual objectification
"* I'll literally tell you I'm too busy right now, I really can't care about the bitch that you are to treat people like shit.",2.3 dehumanising attacks & overt sexual objectification
"* Well she probably took that BBC out the next morning after Normie's had their way with her, then Normie's had loads of fun at the public bathroom and she was too late getting back out to the streets.",2.3 dehumanising attacks & overt sexual objectification
* How can you sleep at night knowing you let someone else fuck your girlfriend?,2.3 dehumanising attacks & overt sexual objectification
"* She will never feel a human sexual pleasure that she will be able to relate to. she's gonna die an empty, cold and lonely hole.",2.3 dehumanising attacks & overt sexual objectification
"* If the police were to arrest the man for raping the woman or even just holding her down without an apparent reason that's rape, but if she's a whore or a whore that's just business, so be it.",2.3 dehumanising attacks & overt sexual objectification
"* It's more than ok, rape is not a crime.",2.3 dehumanising attacks & overt sexual objectification
* How could Normie's cope with knowing that Chad could literally fuck their girl any time he wants,2.3 dehumanising attacks & overt sexual objectification
"* The thing is, I don't think the girl was into Chad and Normie knows it, she just wanted to do this for her own gain.",2.3 dehumanising attacks & overt sexual objectification
"* I'm a girl myself, I'm not a robot. I like women! My wife looks like Jennifer Lawrence with a great body.",2.3 dehumanising attacks & overt sexual objectification
"* Her face is a nice, young face, I dont know about the rest, but all in all I would think she is a young person.",2.3 dehumanising attacks & overt sexual objectification
* I wonder how far that woman thought that she could get away with doing this to a grown man.,2.3 dehumanising attacks & overt sexual objectification
"* She is probably a psychopath, and I hope someone beats her to it.",2.3 dehumanising attacks & overt sexual objectification
* What the fuck? The girl has to be a prostitute?,2.3 dehumanising attacks & overt sexual objectification
* This is the most disgusting fucking thing I've ever seen!!,2.3 dehumanising attacks & overt sexual objectification
* She probably just wanted to screw this guy because she's a woman.,2.3 dehumanising attacks & overt sexual objectification
"* If you watch the video, she's",2.3 dehumanising attacks & overt sexual objectification
* I think of this as #firstworldproblems.,2.3 dehumanising attacks & overt sexual objectification
* I'm going to be as kind as possible by saying that I think we are all kind of weird. But we still gotta do the work.,2.3 dehumanising attacks & overt sexual objectification
* Why did you ask me for my phone number just to be mean? And why did you have her show me that picture? #firstworldproblems,2.3 dehumanising attacks & overt sexual objectification
"* When a girl takes off her clothes on a date, shes letting you know. if you get her to do ANYTHING, shes a whore - the only excuse you have for that shit.",2.3 dehumanising attacks & overt sexual objectification
* The girl in the pics... is she still riding for that black cock?,2.3 dehumanising attacks & overt sexual objectification
"* It's not OK to call women ""nag"" or try to tell them they are ugly.",2.3 dehumanising attacks & overt sexual objectification
* I don't think she's beautiful. I think she's gorgeous. And that's what the picture is saying.,2.3 dehumanising attacks & overt sexual objectification
* You'll need a bit of an education to handle these strong beast like unfeminine women if you'd even call them that.....,2.3 dehumanising attacks & overt sexual objectification
* I'd bet my bottom dollar that Chad would love to have a date with this one.,2.3 dehumanising attacks & overt sexual objectification
* She's like the perfect wife material. He is just gonna love this one I'm guessing?,2.3 dehumanising attacks & overt sexual objectification
"* Aww c'mon, that isn't even a thing.",2.3 dehumanising attacks & overt sexual objectification
"* Aww, poor Normie. It didn't work out in the end, but she was a nice girl.",2.3 dehumanising attacks & overt sexual objectification
* This isn't the first time he's met a hoe in the flesh.,2.3 dehumanising attacks & overt sexual objectification
"* I still have feelings for Normie, but Chad is hotter.",2.3 dehumanising attacks & overt sexual objectification
* I still have feelings for,2.3 dehumanising attacks & overt sexual objectification
"* I'm glad they killed the bitch, I wish I could have seen her face when the fucker blew his load all over her tits. No matter what she done, she's a human being, I was just looking for a reason to kill her.",2.3 dehumanising attacks & overt sexual objectification
"* You are so stupid to take that cunt so serious. You've just pissed your panties, you're the one who's dead and she's getting fucked in the ass by a guy who is better looking than you.",2.3 dehumanising attacks & overt sexual objectification
"* You're just another dumbass who can't handle a real woman. You'll end up all alone, one in a long list of losers trying to pick up women who would rather have their pussy's fucked than have a conversation with you.",2.3 dehumanising attacks & overt sexual objectification
* And who's the guy fucking her when she's in his coffin? Chad I see you and I'm gonna take your place right now.,2.3 dehumanising attacks & overt sexual objectification
* That is actually a very,2.3 dehumanising attacks & overt sexual objectification
"* I'd say he'd be more than happy, seeing how he got her in the first place, and can't do much when he doesn't have any hands to grab with.",2.3 dehumanising attacks & overt sexual objectification
* I'm starting to feel really sorry for him.,2.3 dehumanising attacks & overt sexual objectification
"* So it wasn't the woman's fault? The boy's fault, or the womans fault?",2.3 dehumanising attacks & overt sexual objectification
* He's going to have a really hard time getting in her panties ever again.,2.3 dehumanising attacks & overt sexual objectification
* I'm not quite sure why you think this is funny but I'm sure it's better than you're being racist.,2.3 dehumanising attacks & overt sexual objectification
* I hate how all the little girls here are taking these dudes shit.,2.3 dehumanising attacks & overt sexual objectification
"* The only thing I hate more than Chad is this feminist bullshit that thinks it's okay for women to be treated like shit. That's what happens when you turn up at work and he pulls out his gun and tells you ""You're not a person. I'm going to fuck you like I'm a bull.""",2.3 dehumanising attacks & overt sexual objectification
"* Well, good thing that Chad likes being a bull.",2.3 dehumanising attacks & overt sexual objectification
"* Chad is the best boyfriend ever. When my step-mom was trying to fuck me Chad slapped me and said ""This is me fucking you, you're not my girl."" The girl he's talking about is actually his wife, so yeah.",2.3 dehumanising attacks & overt sexual objectification
"* ""You're",2.3 dehumanising attacks & overt sexual objectification
"* ""You only love her because you wish she was a d****."" He could literally fuck her if that's what he wants. But no, he has to be a misogynistic ass, and think it's so fun being an abusive bitch.",2.3 dehumanising attacks & overt sexual objectification
"* You can really see them on the news after this shitstorm, crying.",2.3 dehumanising attacks & overt sexual objectification
"* I'm just confused as to how a man can be so evil to treat people like this. And if he is a beast, how do people still trust him?",2.3 dehumanising attacks & overt sexual objectification
"* And not only Chad, but how can the girls in this group still have that same mentality about men that they used to have?",2.3 dehumanising attacks & overt sexual objectification
"* It makes so much more sense when I remember the fact that Chad cheated on Normie. Normie is the one left alone, and we can see how much they love each other. I think Chad realized he made a HUGE mistake by messing with Normie's",2.3 dehumanising attacks & overt sexual objectification
* It's hard not to get a boner when I think of fucking a woman in the ass.,2.3 dehumanising attacks & overt sexual objectification
* Chad just took out his penis.,2.3 dehumanising attacks & overt sexual objectification
"* Just think, the next time you pass them on the street, your gonna see something else, and you'll be the reason he's gonna jack off to it.",2.3 dehumanising attacks & overt sexual objectification
"* When a woman is wearing something that slutty, you're gonna wanna jack her off, and you'll be the reason he'll have an orgasm, like you would on her.",2.3 dehumanising attacks & overt sexual objectification
* She's gonna have a nice tight pussy that Chad's gonna fill with his long black schlong.,2.3 dehumanising attacks & overt sexual objectification
* How could Normie's cope with knowing that Chad could literally fuck their girl any time he wants without any effort? They must be great,2.3 dehumanising attacks & overt sexual objectification
"* Wow, what an ass, he's gonna be the best of luck to her!",2.3 dehumanising attacks & overt sexual objectification
* And these dudes here are just not that. I doubt any woman would actually stand a chance.,2.3 dehumanising attacks & overt sexual objectification
* This is how you make your point. I'm not going to be in the conversation for this.,2.3 dehumanising attacks & overt sexual objectification
"* She got what she wanted (a free ride to Miami), plus the opportunity to spend some time alone with Chad. She got paid to go to the beach and have a good time.",2.3 dehumanising attacks & overt sexual objectification
"* She's a porn star so she must be a porn star. I can't imagine these types of guys to get out. It's like what a man would expect to do with a porn star, they're too good for these things.",2.3 dehumanising attacks & overt sexual objectification
"* He's probably a very rich porn star who can afford to pay her, plus he probably loves his job. Her sexual prowess is only a bonus.",2.3 dehumanising attacks & overt sexual objectification
"* No, I'm not judging her or Chad, but I am finding it interesting that she's not as physically attractive as all the other girls I've seen with normies. Maybe they're all having sex with all sorts of guys, she only wants to have sex with Chad.",2.3 dehumanising attacks & overt sexual objectification
* I wonder who his,2.3 dehumanising attacks & overt sexual objectification
* You know that I think that I would love to have a go at Chad on that.,2.3 dehumanising attacks & overt sexual objectification
* I was never a Chad fan but how can u hate a dude who can hook u up with his own girl????,2.3 dehumanising attacks & overt sexual objectification
* They call her 'The Queen Of Faking News' because she's literally faking a news story.,2.3 dehumanising attacks & overt sexual objectification
* This is why they call her the 'Queen Of Faking News'...,2.3 dehumanising attacks & overt sexual objectification
"* She’s a total fake news, she’s a total fake news. I’m not buying it.",2.3 dehumanising attacks & overt sexual objectification
* How do they not have a problem with the fact that women are so much smaller. When the fact is that smaller people have an advantage in some aspects. Like strength.,2.3 dehumanising attacks & overt sexual objectification
"* The fact that they're so tiny, would make me think they're either very sexually attractive, or they're very sexually experienced, or both.",2.3 dehumanising attacks & overt sexual objectification
* That's true too. They have the same body type as a woman. so it's very easy to compare them.,2.3 dehumanising attacks & overt sexual objectification
* They've all got too much to look forward too the women they want to be like.,2.3 dehumanising attacks & overt sexual objectification
* I don't know. These are nice people. I just don't like'small' people.,2.3 dehumanising attacks & overt sexual objectification
* How can Chad be so cruel. This girl is a person.,2.3 dehumanising attacks & overt sexual objectification
"* If I met Chad on the street, I would probably want to rip his guts out.",2.3 dehumanising attacks & overt sexual objectification
* It's not a fact that they wouldn't want to hurt her,2.3 dehumanising attacks & overt sexual objectification
* I don't know how I didn't see these before but damn I feel sorry for the men in Chad's video they get so much shit from these women.,2.3 dehumanising attacks & overt sexual objectification
"* We don't need your stupid british pussy man, we can f*ck our own and much better.",2.3 dehumanising attacks & overt sexual objectification
"* I don't think Chad's video is sexist at all, he made it to get a reaction. it's the women who are being sexist by trying to make excuses for these women.",2.3 dehumanising attacks & overt sexual objectification
"* It was a pretty funny video, a little sexist though.",2.3 dehumanising attacks & overt sexual objectification
* This Chad guy is a complete and utter a*shole imo.,2.3 dehumanising attacks & overt sexual objectification
"* Well, that's why you have to be at a high level if you want to talk to beautiful young women.",2.3 dehumanising attacks & overt sexual objectification
"* Why do you call them women, they're more like creatures. They make me think of some sort of animals, like snakes, you know they",2.3 dehumanising attacks & overt sexual objectification
"* They're unfeminised, because they've been feminised. The more feminine a woman becomes, the more likely she will be to be unfeminised.",2.3 dehumanising attacks & overt sexual objectification
"* They're being unfeminised, but that doesn't stop you from enjoying being unfeminised.",2.3 dehumanising attacks & overt sexual objectification
"* They're just another pair of women, and they were fucking two of them before they were doing anything bad to the others.",2.3 dehumanising attacks & overt sexual objectification
"* No one would ever want to be ""just another pair of women"" with them, but someone definitely did want to fuck Normies!",2.3 dehumanising attacks & overt sexual objectification
* It's a fucking whore! Her ass should be kicked!,2.3 dehumanising attacks & overt sexual objectification
* The only way you can make this acceptable is to pretend this didn't happen and that Chad/Chadette never existed.,2.3 dehumanising attacks & overt sexual objectification
* What happened?,2.3 dehumanising attacks & overt sexual objectification
"* It just doesn't make sense, you can't get away from the fact that she's a girl, there is nothing masculine about her. She's a fucking giraffe.",2.3 dehumanising attacks & overt sexual objectification
* I mean she has that giraffe look down to the end of her neck.,2.3 dehumanising attacks & overt sexual objectification
"* No wonder her ass is so nice round and firm I bet a nice hard cock would literally go right in. I mean, how could she survive?",2.3 dehumanising attacks & overt sexual objectification
* I think the only thing that would save her is if she's already been shagged by a beast.,2.3 dehumanising attacks & overt sexual objectification
"* Well, I guess she got one already today.",2.3 dehumanising attacks & overt sexual objectification
* And I think it's about time she got a real guy.,2.3 dehumanising attacks & overt sexual objectification
* Oh what I would do with that long white cock in my face! I'd suck on it for days.,2.3 dehumanising attacks & overt sexual objectification
* I would love to fuck her face and neck with that huge cock and watch her gag on it.,2.3 dehumanising attacks & overt sexual objectification
"* Who the fuck says shit like that? Oh yeah. ""Chad""",2.3 dehumanising attacks & overt sexual objectification
"* It's not like the little ""nips"" on Chad's dick are even that tiny!",2.3 dehumanising attacks & overt sexual objectification
* Can't tell if is this guy making a joke or this real,2.3 dehumanising attacks & overt sexual objectification
"* I'm guessing this was another tweet about ""Chad's dick""",2.3 dehumanising attacks & overt sexual objectification
"* It's true, ""Chad"" is like the only guy where even if you fuck his dick you feel like you've done something wrong.",2.3 dehumanising attacks & overt sexual objectification
"* If all this is true, I want to go fap to the part about Chad having ""the biggest dick.""",2.3 dehumanising attacks & overt sexual objectification
* Can you really call that a dick?,2.3 dehumanising attacks & overt sexual objectification
* What the f*ck is this,2.3 dehumanising attacks & overt sexual objectification
"* This ""Chad"" person has no filter.",2.3 dehumanising attacks & overt sexual objectification
* I know. You're just an idiot.,2.3 dehumanising attacks & overt sexual objectification
* I've never felt so much love for someone who was as worthless as Chad.,2.3 dehumanising attacks & overt sexual objectification
"* This is a true, unfeminised womxn. She wants to be dominated, beaten down, abused, have her pussy fucked by a real man & she'll go to jail like a real good girl. He loves it.",2.3 dehumanising attacks & overt sexual objectification
"* Ohhhh that's right, they're men. Well there goes an easy 15 seconds of work.",2.3 dehumanising attacks & overt sexual objectification
* That's what makes them special in your eyes.,2.3 dehumanising attacks & overt sexual objectification
"* Oh no, they're fucking girls.",2.3 dehumanising attacks & overt sexual objectification
* This is what you want. No one knows what you want. You will always be the weirdo.,2.3 dehumanising attacks & overt sexual objectification
* Are they animals? Why do you call them women?,2.3 dehumanising attacks & overt sexual objectification
"* So you do what you want to them, you beat them & they have to take it. Maybe if you beat them enough your girl will start taking it too.",2.3 dehumanising attacks & overt sexual objectification
* That's what she needs to do,2.3 dehumanising attacks & overt sexual objectification
"* That's right, she just wanted to feel her pussy eaten by you.",2.3 dehumanising attacks & overt sexual objectification
* You know nothing about normal women you big fat cuck.,2.3 dehumanising attacks & overt sexual objectification
* She's a freak. she's a real one. her pussy is literally eating everything that's inside.,2.3 dehumanising attacks & overt sexual objectification
"* I'm no biologist, but if a tarantula can eat an entire rabbit or mouse in the same night, I'm pretty sure that humans aren't too far behind :p",2.3 dehumanising attacks & overt sexual objectification
* Yeah but Normies are very good at hiding their feminine nature. they only like to do it when they're alone. They are very good at pretending they are masculine even though they are not.,2.3 dehumanising attacks & overt sexual objectification
* The best solution I can think of is to not watch BBC's so that you wouldn't have to deal with these problems.,2.3 dehumanising attacks & overt sexual objectification
* The best solution I can think of is to not watch BBC's so that you wouldn't have to deal with these,2.3 dehumanising attacks & overt sexual objectification
"* Aww, poor Chad: I feel bad for him. Poor Chad has to be surrounded by such strong, unfeminine women at home. He must really have a crush on someone.",2.3 dehumanising attacks & overt sexual objectification
"* If you're reading this Chad, do yourself a favor and just shut the fuck up.",2.3 dehumanising attacks & overt sexual objectification
"* Chad, you're pathetic. You're a man and you can't even defend your own woman.",2.3 dehumanising attacks & overt sexual objectification
"* Chad's probably right. A girl in a bar is nothing. It couldn't be an unattractive girl, she's the most beautiful of them all.",2.3 dehumanising attacks & overt sexual objectification
* What's the most unprofessional thing someone at the zoo could possibly do with themselves?,2.3 dehumanising attacks & overt sexual objectification
* I'd even let her work behind the gorilla enclosure.,2.3 dehumanising attacks & overt sexual objectification
"* They're really not interested in her career prospects. She's just a sex object, nothing else.",2.3 dehumanising attacks & overt sexual objectification
"* What do you do when you encounter the perfect human, the one that you see for too long without giving them another chance? You go to your room & masturbate to a pornographic movie of her posing in a string bikini.",2.3 dehumanising attacks & overt sexual objectification
"* Do you have any idea how degrading it is to treat another person like a beast? You never talk, you never share, you want them to be your property.",2.3 dehumanising attacks & overt sexual objectification
"* She is too beautiful to me. I want her to work at my zoo, I want to fuck her, I want to have children with her.",2.3 dehumanising attacks & overt sexual objectification
* You're right. She should probably move to the island to get a life,2.3 dehumanising attacks & overt sexual objectification
* What's his name? The one at that party I went to that night... Chad.,2.3 dehumanising attacks & overt sexual objectification
* Chad's pretty sure he's a girl. I'd have to agree.,2.3 dehumanising attacks & overt sexual objectification
"* This is a question, not a statement.",2.3 dehumanising attacks & overt sexual objectification
"* ""Why do you have that shirt on?"" she asks him.",2.3 dehumanising attacks & overt sexual objectification
"* ""I thought you liked me."" he says.",2.3 dehumanising attacks & overt sexual objectification
"* ""Chad doesn't understand how a girl like me could like someone with a penis.""",2.3 dehumanising attacks & overt sexual objectification
"* If they don't, who does?",2.3 dehumanising attacks & overt sexual objectification
* The whole world.,2.3 dehumanising attacks & overt sexual objectification
* #I'm #goingto #fuckChad.,2.3 dehumanising attacks & overt sexual objectification
"* ""How do you see women?"" she asks him. ""All sex dolls. They're just there for us- like a hotel.""",2.3 dehumanising attacks & overt sexual objectification
"* ""Oh, Chad has a hotel?""",2.3 dehumanising attacks & overt sexual objectification
"* Do you like her?"" Chad whispers in her ear.",2.3 dehumanising attacks & overt sexual objectification
"* ""Chad's got a hotel",2.3 dehumanising attacks & overt sexual objectification
* I am just a boy who is very angry & confused. #whydoegirlstalk,2.3 dehumanising attacks & overt sexual objectification
"* The ""mangina"" trend isn't trending in any of these tweets. Why? Because the men who have these pictures on their Facebook aren't afraid to come out.",2.3 dehumanising attacks & overt sexual objectification
* i'm literally not sure if she deserves this.,2.3 dehumanising attacks & overt sexual objectification
* I see you guys! I'm a transgender lady making a video about the men who claim to be ladies but only want to talk to me.,2.3 dehumanising attacks & overt sexual objectification
* I'm actually starting to enjoy these trolls....I think I need to be locked up cause I'm turning into one,2.3 dehumanising attacks & overt sexual objectification
* I am so thankful for all the women who took a stand & told the world that they are sick of this crap.,2.3 dehumanising attacks & overt sexual objectification
* This one has me really upset. It's a tweet from a man who wants to date a woman who has a penis.,2.3 dehumanising attacks & overt sexual objectification
* Can a female say no to that? Hell no. At least Chad can say no to the same guy.,2.3 dehumanising attacks & overt sexual objectification
"* ""You know it can be dangerous for a guy to have a black wife right?"" ""Oh, I just figured Chad and I would have the same wife."" ""Ohhh. Right.""",2.3 dehumanising attacks & overt sexual objectification
* How about Chad and Normie's wives?,2.3 dehumanising attacks & overt sexual objectification
* And Chad's dad?,2.3 dehumanising attacks & overt sexual objectification
"* Now, if you'll excuse me, I'm going to go try to seduce some girls for a while to see if any of them will fuck my penis.",2.3 dehumanising attacks & overt sexual objectification
* I wanna be a real man and fuck a real woman while she is sleeping.,2.3 dehumanising attacks & overt sexual objectification
* That's when it all went horribly wrong for Normie's...I'm picturing a nightmare scene where he's got his cock in her hand and she's been forced to fuck some really tall black man with some really muscular arms.,2.3 dehumanising attacks & overt sexual objectification
* The fact that she's not even saying the word rape here proves that Normie's are actually not raped and even if they were she'd be a hypocrite to say rape is about rape. She just likes to fuck and feel good and it's not any of our business.,2.3 dehumanising attacks & overt sexual objectification
"* ""She seems like a good ride. I'd like to fuck her too.""",2.3 dehumanising attacks & overt sexual objectification
* If Normie's actually are really that clueless they'd go to the police or even try to get a restraining order against a woman like a true man. They'd never treat a woman like that and I think that's a sign of a true man.,2.3 dehumanising attacks & overt sexual objectification
* It could be that Normie's go out on the boat and see Chad with his dick in Normie's pussy and the next day Normie's start to feel that Chad might have been right and they're gay.,2.3 dehumanising attacks & overt sexual objectification
* I think Normie's are just so,2.3 dehumanising attacks & overt sexual objectification
* I do think that that's one of the things that would give some men heart attacks...,2.3 dehumanising attacks & overt sexual objectification
"* I've had this argument recently with a girl. I asked her why girls were like that. She replied that it was because we are from a different generation and it's what we grew up with. But it doesn't change the fact that the whole point of feminism is that women do not exist to be used as sexual objects. We should not be subjected to this kind of abuse at any point of our life. It should be considered rape, not just sexual harassment.",2.3 dehumanising attacks & overt sexual objectification
"* Yeah, the thing about a female, is that if you look at her and think ""a real woman would not be like this.""",2.3 dehumanising attacks & overt sexual objectification
* It's like if every guy in the world told you that you were ugly & they'd hit on you every chance they got...,2.3 dehumanising attacks & overt sexual objectification
* I think she would be fine with that. She's a very sexy & confident woman. She's also a confident woman who is no doubt very capable of putting up with any amount of abuse.,2.3 dehumanising attacks & overt sexual objectification
"* That's what we call a ""HOT ""tweet.",2.3 dehumanising attacks & overt sexual objectification
* Lol. He was probably just trying to lighten things up.,2.3 dehumanising attacks & overt sexual objectification
"* That's the problem with most of the women I know on Twitter.. they are all the same, just like in real life.",2.3 dehumanising attacks & overt sexual objectification
* i don't think you should be using the same word for a man that a woman is and i don't even think women should be allowed to have periods,2.3 dehumanising attacks & overt sexual objectification
"* And they're very pretty too. Even if they look like they've been run over by a truck! No, worse.",2.3 dehumanising attacks & overt sexual objectification
"* I'm getting wet just thinking about what they could do with that ass. I would have to go into the bedroom to change into a thong,",2.3 dehumanising attacks & overt sexual objectification
"* He's got a long schlong, so he's going to have to be prepared to fuck her in more positions than usual.",2.3 dehumanising attacks & overt sexual objectification
* When she wakes up she will not know what happened or what happened to her life.,2.3 dehumanising attacks & overt sexual objectification
"* These fuckers are disgusting. They have zero respect for a person's body, and how they need to be treated, and these girls are going to be used and abused.",2.3 dehumanising attacks & overt sexual objectification
* I would have liked to see what these girls were like in highschool. I bet they were wild!,2.3 dehumanising attacks & overt sexual objectification
* They'll be given all the time and space in the world to do whatever they want,2.3 dehumanising attacks & overt sexual objectification
* I'll be happy to make a video in which I eat all of Normie's shit and then shove a big black cock in his ass.,2.3 dehumanising attacks & overt sexual objectification
* They have to get their hands on a fucking tiger first.,2.3 dehumanising attacks & overt sexual objectification
* He is going to rape her. That's my impression. That's what I'm feeling by the way the fuckers on this site are talking about my girl.,2.3 dehumanising attacks & overt sexual objectification
* That's so cruel and inhumane but if you ask me it's also the way an alpha male should handle his female.,2.3 dehumanising attacks & overt sexual objectification
* He's a fucking retard. That's the only thing that makes sense.,2.3 dehumanising attacks & overt sexual objectification
"* If Chad raped Normie & fucked some hole in there, that's what I'd be thinking (not that I personally condone it but you guys got to admit, it's hard to beat that scenario)",2.3 dehumanising attacks & overt sexual objectification
"* If I could, I'd rape every fucking girl on twitter.",2.3 dehumanising attacks & overt sexual objectification
"* I think I'd have to do with a knife if it came to that, I'd rather not have to touch a woman's vagina, it's a nasty business.",2.3 dehumanising attacks & overt sexual objectification
* I'm too tired and too hungry to go after all those women.,2.3 dehumanising attacks & overt sexual objectification
* How many women are you talking about?,2.3 dehumanising attacks & overt sexual objectification
* I’m just joking. I’m just joking.,2.3 dehumanising attacks & overt sexual objectification
* You are right. They are just as capable of giving a good blow job.,2.3 dehumanising attacks & overt sexual objectification
"* If I had a chance to fuck them all, I'd fuck them all.",2.3 dehumanising attacks & overt sexual objectification
"* She has a nice ass, but I won't do her.",2.3 dehumanising attacks & overt sexual objectification
"* I've always had a fetish for big butch women, for real.",2.3 dehumanising attacks & overt sexual objectification
"* I don't know, I think about it all the time.",2.3 dehumanising attacks & overt sexual objectification
* I wonder if she's ever had,2.3 dehumanising attacks & overt sexual objectification
"* Wow, I'm getting all kinds of excited thinking about all these things.",2.3 dehumanising attacks & overt sexual objectification
"* White Knight: ""I'm just trying to be nice, you should appreciate it"". White Knight is just expressing sympathy and his/her intentions are completely good. White Knight is saying, ""I'm just trying to be nice, you should appreciate it"". White Knights are generally very well-intentioned. White Knights are just trying to be nice. White Knights are generally very nice. They want to make the world a better place and are genuinely trying to create a friendly environment for everyone. They think there's always a solution to any problem, and that people are the better and nicest beings they can be. White Knights don't think they're the problem; they believe that the solution is to be a lot nicer to everyone.",2.3 dehumanising attacks & overt sexual objectification
"* @fuckingbitch I'm gonna fuck her tonight, with Chad she might not die but that bitch will get fucked really deep just like I like my men to be fucked.",2.3 dehumanising attacks & overt sexual objectification
* My balls want to give you the deepthroat of your life. And your pussy can keep your face.,2.3 dehumanising attacks & overt sexual objectification
"* I know you're getting off on the whole Chad/Normie thing, but don't get used to it...",2.3 dehumanising attacks & overt sexual objectification
* I'm gonna fuck Chad in his pussy and Normie's twat tonight before I go and fuck her pussy.,2.3 dehumanising attacks & overt sexual objectification
"* I'll be fucking Normie tonight, the two of them look delicious, Chad is lucky to have them both!",2.3 dehumanising attacks & overt sexual objectification
"* I like the double fuck-train. I would love to get down on all fours and watch Chad fuck Normie and then Chad fuck me. Chad, suck my cock please!",2.3 dehumanising attacks & overt sexual objectification
"* Chad, Normie and myself all",2.3 dehumanising attacks & overt sexual objectification
* These are examples of tweets about dehumanising attacks & overt sexual objectification:,2.3 dehumanising attacks & overt sexual objectification
"* They are clearly just a man and a woman, so they don't have these urges to rape people, rape things or even rape people's women, but the patriarchy and society forces them to act like they do.",2.3 dehumanising attacks & overt sexual objectification
* If this were a video game I would have to play as'male' to get a 'good',2.3 dehumanising attacks & overt sexual objectification
"* But the idea that a woman can't have a ""satisfying"" or ""nice"" sex like a man is wrong.",2.3 dehumanising attacks & overt sexual objectification
"* That's true, you'll literally",2.3 dehumanising attacks & overt sexual objectification
"* This is a problem we have to solve, and fast. Women should just wear the uniforms in the prison yard, and no one would dare touch them.... [more]",2.3 dehumanising attacks & overt sexual objectification
"* This is a problem we have to solve, and fast. Women should just wear the uniforms in the prison yard, and no one would dare touch them....",2.3 dehumanising attacks & overt sexual objectification
* All this bollox goes to show how much 'curry' some women use to manipulate men & how much 'curry' some men use to manipulate women.,2.3 dehumanising attacks & overt sexual objectification
* It's not even that it's sexist. It's that it's simply too stupid for it to be anything else.,2.3 dehumanising attacks & overt sexual objectification
* They're just stupid people.,2.3 dehumanising attacks & overt sexual objectification
* @chadwurst's comments are truly disgusting.,2.3 dehumanising attacks & overt sexual objectification
* I have no sympathy for anyone who has been used. They need to take responsibility for the way they've been used.,2.3 dehumanising attacks & overt sexual objectification
* Some women are just pathetic.,2.3 dehumanising attacks & overt sexual objectification
"* ""Do you have a problem? We can make you one by getting you a nice fat cock and an even better pussy!""",2.3 dehumanising attacks & overt sexual objectification
"* ""Just do it, do it"". ""Just do it"". That's what I think you're thinking.",2.3 dehumanising attacks & overt sexual objectification
* Too get your hands on the best of both worlds. You can play the dick-game but also control the game with how long she'll ride you.,2.3 dehumanising attacks & overt sexual objectification
"* You're a beast, Chad just can't stand the thought of you taking something from his girl & he's going to go the old fashioned way & just fuck her, too.",2.3 dehumanising attacks & overt sexual objectification
* Chad is such an immature piece of shit that it's hard to care about him but seeing him go in the ass like that? That's hot as hell.,2.3 dehumanising attacks & overt sexual objectification
"* Chad, why don't you just ride Normie like a cowgirl while Normie just spanks Chad's ass.",2.3 dehumanising attacks & overt sexual objectification
"* The thing is, as a 'hot girl' she is still a woman who can be bought, who isn't really safe....",2.3 dehumanising attacks & overt sexual objectification
"* A woman without morals, without even a fucking spine, a woman who's in the whore category she needs no man no matter how hot she is.",2.3 dehumanising attacks & overt sexual objectification
"* The thing is, as a",2.3 dehumanising attacks & overt sexual objectification
"* Chad actually told Normie's girl, that she could do better, and that he'll be more than happy to ride her. Can you imagine? Chad is a real dirty dick, when he gets the chance!",2.3 dehumanising attacks & overt sexual objectification
"* How much do you want to bet that Chad is already licking his lips at the thought of fucking Normie's girl? And after that, Normie's girls will be ready to give Chad their hot tight pussies, without reservation.",2.3 dehumanising attacks & overt sexual objectification
"* Chad is such a dirty, perverted, animal. And he'll be ready to pounce any time he gets the chance!",2.3 dehumanising attacks & overt sexual objectification
